File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF231PTB	bam	bam		alignments	GRCh38	ENCSR017GBO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7027/'], '@type': ['Target', 'Item'], 'name': 'TFDP1-human', 'label': 'TFDP1', '@id': '/targets/TFDP1-human/', 'title': 'TFDP1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e37927d9-9209-4c07-aca8-ebe5358834a3', 'status': 'released'}		hg19 13 114155475 114323487		TFDP1-human	DNA						2016-06-13	ENCODE		sonication (Bioruptor generic)	200-800	1	1_1		49					/files/ENCFF713DPD/, /files/ENCFF110MCL/, /files/ENCFF697GAP/	1902381090	ENCODE Processing Pipeline	f03d7e70c9bbd6db5518a5538d9c19c1		https://www.encodeproject.org/files/ENCFF231PTB/@@download/ENCFF231PTB.bam				released	s3://encode-public/2020/12/04/b018cf1f-b3b9-478c-84c8-0e8c00e82a00/ENCFF231PTB.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/04/b018cf1f-b3b9-478c-84c8-0e8c00e82a00/ENCFF231PTB.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, missing compliant biosample characterization, borderline replicate concordance		
ENCFF701EYT	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR017GBO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7027/'], '@type': ['Target', 'Item'], 'name': 'TFDP1-human', 'label': 'TFDP1', '@id': '/targets/TFDP1-human/', 'title': 'TFDP1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e37927d9-9209-4c07-aca8-ebe5358834a3', 'status': 'released'}		hg19 13 114155475 114323487		TFDP1-human	DNA						2016-06-13	ENCODE		sonication (Bioruptor generic)	200-800	1, 2	1_1, 2_1							/files/ENCFF537KTL/, /files/ENCFF339PRY/, /files/ENCFF356LFX/, /files/ENCFF231PTB/	343832	ENCODE Processing Pipeline	2485ab9cdcedba7cc5205cb0bfc8b880		https://www.encodeproject.org/files/ENCFF701EYT/@@download/ENCFF701EYT.bed.gz				released	s3://encode-public/2020/12/04/669295ae-a68a-4d30-acc9-0859a7836d75/ENCFF701EYT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/04/669295ae-a68a-4d30-acc9-0859a7836d75/ENCFF701EYT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, missing compliant biosample characterization, borderline replicate concordance		
ENCFF729FPT	fastq	fastq		reads		ENCSR996SKD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51523/'], '@type': ['Target', 'Item'], 'name': 'CXXC5-human', 'label': 'CXXC5', '@id': '/targets/CXXC5-human/', 'title': 'CXXC5 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '10e4eef4-f62a-4eab-a030-e15b2b7f4f4c', 'status': 'released'}				CXXC5-human	DNA						2022-06-29	ENCODE		sonication (Bioruptor Pico)	250-450	3	3_1	100		paired-ended	1	/files/ENCFF680VKC/			3261079766	Michael Snyder, Stanford	b0091fad2cf125fdbbdc6c8531904b61	SRA:SRR20470731	https://www.encodeproject.org/files/ENCFF729FPT/@@download/ENCFF729FPT.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF766LCF/	released	s3://encode-public/2020/11/13/4fecea3a-d457-48d4-926e-4c7e7478df3b/ENCFF729FPT.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/4fecea3a-d457-48d4-926e-4c7e7478df3b/ENCFF729FPT.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			moderate library complexity, mild to moderate bottlenecking, inconsistent platforms		
ENCFF680VKC	fastq	fastq		reads		ENCSR996SKD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51523/'], '@type': ['Target', 'Item'], 'name': 'CXXC5-human', 'label': 'CXXC5', '@id': '/targets/CXXC5-human/', 'title': 'CXXC5 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '10e4eef4-f62a-4eab-a030-e15b2b7f4f4c', 'status': 'released'}				CXXC5-human	DNA						2022-06-29	ENCODE		sonication (Bioruptor Pico)	250-450	3	3_1	100		paired-ended	2	/files/ENCFF729FPT/			3415649509	Michael Snyder, Stanford	ac1d83ea23b07812325112cc5d07915e	SRA:SRR20470731	https://www.encodeproject.org/files/ENCFF680VKC/@@download/ENCFF680VKC.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF587UAW/	released	s3://encode-public/2020/11/13/009412dc-5b1c-47ed-aa0a-8f3282c11a4f/ENCFF680VKC.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/009412dc-5b1c-47ed-aa0a-8f3282c11a4f/ENCFF680VKC.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			moderate library complexity, mild to moderate bottlenecking, inconsistent platforms		
ENCFF145JDA	fastq	fastq		reads		ENCSR996SKD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51523/'], '@type': ['Target', 'Item'], 'name': 'CXXC5-human', 'label': 'CXXC5', '@id': '/targets/CXXC5-human/', 'title': 'CXXC5 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '10e4eef4-f62a-4eab-a030-e15b2b7f4f4c', 'status': 'released'}				CXXC5-human	DNA						2022-06-29	ENCODE		sonication (Bioruptor Pico)	250-450	4	4_1	100		paired-ended	1	/files/ENCFF900PHW/			3496251915	Michael Snyder, Stanford	d90744eb4d511e1f6f7fa31572537fa9	SRA:SRR20470730	https://www.encodeproject.org/files/ENCFF145JDA/@@download/ENCFF145JDA.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF766LCF/	released	s3://encode-public/2020/11/13/6dccf4b4-d467-42d5-8a0e-273e84a1f5a3/ENCFF145JDA.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/6dccf4b4-d467-42d5-8a0e-273e84a1f5a3/ENCFF145JDA.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			moderate library complexity, mild to moderate bottlenecking, inconsistent platforms		
ENCFF900PHW	fastq	fastq		reads		ENCSR996SKD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51523/'], '@type': ['Target', 'Item'], 'name': 'CXXC5-human', 'label': 'CXXC5', '@id': '/targets/CXXC5-human/', 'title': 'CXXC5 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '10e4eef4-f62a-4eab-a030-e15b2b7f4f4c', 'status': 'released'}				CXXC5-human	DNA						2022-06-29	ENCODE		sonication (Bioruptor Pico)	250-450	4	4_1	100		paired-ended	2	/files/ENCFF145JDA/			3627120279	Michael Snyder, Stanford	84c75096389c6d9289f1d3e30b923cbe	SRA:SRR20470730	https://www.encodeproject.org/files/ENCFF900PHW/@@download/ENCFF900PHW.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF587UAW/	released	s3://encode-public/2020/11/13/a3ee442e-dae6-48bc-a03e-ad66277bcf79/ENCFF900PHW.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/a3ee442e-dae6-48bc-a03e-ad66277bcf79/ENCFF900PHW.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			moderate library complexity, mild to moderate bottlenecking, inconsistent platforms		
ENCFF641UIU	bam	bam		unfiltered alignments	GRCh38	ENCSR996SKD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51523/'], '@type': ['Target', 'Item'], 'name': 'CXXC5-human', 'label': 'CXXC5', '@id': '/targets/CXXC5-human/', 'title': 'CXXC5 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '10e4eef4-f62a-4eab-a030-e15b2b7f4f4c', 'status': 'released'}				CXXC5-human	DNA						2022-06-29	ENCODE		sonication (Bioruptor Pico)	250-450	3	3_1		100					/files/ENCFF680VKC/, /files/ENCFF729FPT/, /files/ENCFF110MCL/	5573839575	ENCODE Processing Pipeline	0c0eecb5e5cd4532560486eb2b7c32bf		https://www.encodeproject.org/files/ENCFF641UIU/@@download/ENCFF641UIU.bam				released	s3://encode-public/2022/06/11/3683096f-2c32-4549-ad26-c3f52edc82e2/ENCFF641UIU.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/11/3683096f-2c32-4549-ad26-c3f52edc82e2/ENCFF641UIU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, inconsistent platforms		
ENCFF276SMJ	bam	bam		unfiltered alignments	GRCh38	ENCSR996SKD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51523/'], '@type': ['Target', 'Item'], 'name': 'CXXC5-human', 'label': 'CXXC5', '@id': '/targets/CXXC5-human/', 'title': 'CXXC5 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '10e4eef4-f62a-4eab-a030-e15b2b7f4f4c', 'status': 'released'}				CXXC5-human	DNA						2022-06-29	ENCODE		sonication (Bioruptor Pico)	250-450	4	4_1		100					/files/ENCFF900PHW/, /files/ENCFF145JDA/, /files/ENCFF110MCL/	5947002112	ENCODE Processing Pipeline	32ba585b7f7579d0e5075fdbb219f603		https://www.encodeproject.org/files/ENCFF276SMJ/@@download/ENCFF276SMJ.bam				released	s3://encode-public/2022/06/11/c875dd98-9a2e-4b3f-b106-f16283d64d9b/ENCFF276SMJ.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/11/c875dd98-9a2e-4b3f-b106-f16283d64d9b/ENCFF276SMJ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, inconsistent platforms		
ENCFF727PGV	bam	bam		alignments	GRCh38	ENCSR996SKD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51523/'], '@type': ['Target', 'Item'], 'name': 'CXXC5-human', 'label': 'CXXC5', '@id': '/targets/CXXC5-human/', 'title': 'CXXC5 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '10e4eef4-f62a-4eab-a030-e15b2b7f4f4c', 'status': 'released'}				CXXC5-human	DNA						2022-06-29	ENCODE		sonication (Bioruptor Pico)	250-450	3	3_1		100					/files/ENCFF680VKC/, /files/ENCFF729FPT/, /files/ENCFF110MCL/	3517895684	ENCODE Processing Pipeline	6e6de2725b45fe7dfc7461ed8fce0cf6		https://www.encodeproject.org/files/ENCFF727PGV/@@download/ENCFF727PGV.bam				released	s3://encode-public/2022/06/11/880bef03-4068-4ec5-9160-eefa3cfc3cbc/ENCFF727PGV.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/11/880bef03-4068-4ec5-9160-eefa3cfc3cbc/ENCFF727PGV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, inconsistent platforms		
ENCFF245SPQ	bam	bam		alignments	GRCh38	ENCSR996SKD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51523/'], '@type': ['Target', 'Item'], 'name': 'CXXC5-human', 'label': 'CXXC5', '@id': '/targets/CXXC5-human/', 'title': 'CXXC5 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '10e4eef4-f62a-4eab-a030-e15b2b7f4f4c', 'status': 'released'}				CXXC5-human	DNA						2022-06-29	ENCODE		sonication (Bioruptor Pico)	250-450	4	4_1		100					/files/ENCFF900PHW/, /files/ENCFF145JDA/, /files/ENCFF110MCL/	3772042578	ENCODE Processing Pipeline	6c8ff41ad040794574d1eff5a84a779d		https://www.encodeproject.org/files/ENCFF245SPQ/@@download/ENCFF245SPQ.bam				released	s3://encode-public/2022/06/11/7da1caa8-29b2-42ec-8765-5795148d118b/ENCFF245SPQ.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/11/7da1caa8-29b2-42ec-8765-5795148d118b/ENCFF245SPQ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, inconsistent platforms		
ENCFF705JZP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR996SKD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51523/'], '@type': ['Target', 'Item'], 'name': 'CXXC5-human', 'label': 'CXXC5', '@id': '/targets/CXXC5-human/', 'title': 'CXXC5 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '10e4eef4-f62a-4eab-a030-e15b2b7f4f4c', 'status': 'released'}				CXXC5-human	DNA						2022-06-29	ENCODE		sonication (Bioruptor Pico)	250-450	3	3_1							/files/ENCFF356LFX/, /files/ENCFF727PGV/, /files/ENCFF174OKT/	626235	ENCODE Processing Pipeline	436e8ef74616d7358ea6e813aaff9d26		https://www.encodeproject.org/files/ENCFF705JZP/@@download/ENCFF705JZP.bed.gz				released	s3://encode-public/2022/06/11/0d64460a-6486-460d-b6e2-25d533a6ec17/ENCFF705JZP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/11/0d64460a-6486-460d-b6e2-25d533a6ec17/ENCFF705JZP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, inconsistent platforms		
ENCFF394HTV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR996SKD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51523/'], '@type': ['Target', 'Item'], 'name': 'CXXC5-human', 'label': 'CXXC5', '@id': '/targets/CXXC5-human/', 'title': 'CXXC5 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '10e4eef4-f62a-4eab-a030-e15b2b7f4f4c', 'status': 'released'}				CXXC5-human	DNA						2022-06-29	ENCODE		sonication (Bioruptor Pico)	250-450	4	4_1							/files/ENCFF356LFX/, /files/ENCFF245SPQ/, /files/ENCFF174OKT/	621752	ENCODE Processing Pipeline	d5f35dafaef3d5f754d86e8cff62d84c		https://www.encodeproject.org/files/ENCFF394HTV/@@download/ENCFF394HTV.bed.gz				released	s3://encode-public/2022/06/11/0cfe1f9e-7c6f-49ec-9050-5596905c5138/ENCFF394HTV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/11/0cfe1f9e-7c6f-49ec-9050-5596905c5138/ENCFF394HTV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, inconsistent platforms		
ENCFF798LLI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR996SKD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51523/'], '@type': ['Target', 'Item'], 'name': 'CXXC5-human', 'label': 'CXXC5', '@id': '/targets/CXXC5-human/', 'title': 'CXXC5 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '10e4eef4-f62a-4eab-a030-e15b2b7f4f4c', 'status': 'released'}				CXXC5-human	DNA						2022-06-29	ENCODE		sonication (Bioruptor Pico)	250-450	3, 4	3_1, 4_1							/files/ENCFF356LFX/, /files/ENCFF245SPQ/, /files/ENCFF727PGV/, /files/ENCFF174OKT/	814355	ENCODE Processing Pipeline	4ad71498ce87f2eb0d6b1c8407bee3ef		https://www.encodeproject.org/files/ENCFF798LLI/@@download/ENCFF798LLI.bed.gz				released	s3://encode-public/2022/06/11/6b438ee7-86b1-4dbe-98f0-687ace9e107a/ENCFF798LLI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/11/6b438ee7-86b1-4dbe-98f0-687ace9e107a/ENCFF798LLI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, inconsistent platforms		
ENCFF707UQK	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR996SKD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51523/'], '@type': ['Target', 'Item'], 'name': 'CXXC5-human', 'label': 'CXXC5', '@id': '/targets/CXXC5-human/', 'title': 'CXXC5 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '10e4eef4-f62a-4eab-a030-e15b2b7f4f4c', 'status': 'released'}				CXXC5-human	DNA						2022-06-29	ENCODE		sonication (Bioruptor Pico)	250-450	3, 4	3_1, 4_1							/files/ENCFF356LFX/, /files/ENCFF245SPQ/, /files/ENCFF727PGV/, /files/ENCFF174OKT/	806032	ENCODE Processing Pipeline	fa98d5003b7f5107f1b76c2aa8203770		https://www.encodeproject.org/files/ENCFF707UQK/@@download/ENCFF707UQK.bed.gz				released	s3://encode-public/2022/06/11/ffa93e91-74e9-4d42-b4cf-1decf292cd8d/ENCFF707UQK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/11/ffa93e91-74e9-4d42-b4cf-1decf292cd8d/ENCFF707UQK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, inconsistent platforms		
ENCFF605MPT	fastq	fastq		reads		ENCSR948KMB	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										PTBP1-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	1	1_1	40		single-ended					448386592	Xiang-Dong Fu, UCSD	75777806cb5488eeaea5f96bcb2f39c4	SRA:SRR6214050	https://www.encodeproject.org/files/ENCFF605MPT/@@download/ENCFF605MPT.fastq.gz		Illumina HiSeq 2500	/files/ENCFF510UAH/	released	s3://encode-public/2017/01/26/19d1ebb7-27b7-4f97-b2d9-6e5c4b652aa1/ENCFF605MPT.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/01/26/19d1ebb7-27b7-4f97-b2d9-6e5c4b652aa1/ENCFF605MPT.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			low read depth, low read length		
ENCFF233QNF	fastq	fastq		reads		ENCSR948KMB	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										PTBP1-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	2	2_1	40		single-ended					446153500	Xiang-Dong Fu, UCSD	239f61dfe5835d168a11cf1d364a2cca	SRA:SRR6214051	https://www.encodeproject.org/files/ENCFF233QNF/@@download/ENCFF233QNF.fastq.gz		Illumina HiSeq 2500	/files/ENCFF092DDZ/	released	s3://encode-public/2017/01/26/6c3c3090-4bce-4d79-9f6d-1b890a108112/ENCFF233QNF.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/01/26/6c3c3090-4bce-4d79-9f6d-1b890a108112/ENCFF233QNF.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			low read depth, low read length		
ENCFF553UVH	bam	bam		unfiltered alignments	hg19	ENCSR948KMB	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										PTBP1-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	2	2_1		40					/files/ENCFF233QNF/, /files/ENCFF807MUK/	627140518	ENCODE Processing Pipeline	8031c67a8eca0d7ff431837ddc4e7c1e		https://www.encodeproject.org/files/ENCFF553UVH/@@download/ENCFF553UVH.bam				released	s3://encode-public/2017/02/04/6f51403e-9f81-4f7f-8c91-12817ffda09f/ENCFF553UVH.bam	https://datasetencode.blob.core.windows.net/dataset/2017/02/04/6f51403e-9f81-4f7f-8c91-12817ffda09f/ENCFF553UVH.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	released	low read depth, low read length		
