File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Experiment target	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF660MJG	fastq	fastq		reads		ENCSR314BBS	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	PTTG1-human	2	2_1	100		paired-ended	2	/files/ENCFF349DXW/			2381079346	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF660MJG/@@download/ENCFF660MJG.fastq.gz		Illumina HiSeq 2000	/files/ENCFF950USL/	released	s3://encode-public/2015/10/31/d7e9a574-061c-4c79-a086-655ee668b6d1/ENCFF660MJG.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2015/10/31/d7e9a574-061c-4c79-a086-655ee668b6d1/ENCFF660MJG.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing genetic modification characterization, mild to moderate bottlenecking, missing compliant biosample characterization, low read depth		
ENCFF529BRM	fastq	fastq		reads		ENCSR314BBS	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	PTTG1-human	1	1_1	100		paired-ended	1	/files/ENCFF277CCO/			1781896662	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF529BRM/@@download/ENCFF529BRM.fastq.gz		Illumina HiSeq 2000	/files/ENCFF760WPA/	released	s3://encode-public/2015/10/31/66addcca-fa19-4046-b1f0-b2dad6fb8118/ENCFF529BRM.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2015/10/31/66addcca-fa19-4046-b1f0-b2dad6fb8118/ENCFF529BRM.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing genetic modification characterization, mild to moderate bottlenecking, missing compliant biosample characterization, low read depth		
ENCFF421GCI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR314BBS	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	PTTG1-human	2	2_1							/files/ENCFF191ZCT/, /files/ENCFF881JMK/, /files/ENCFF356LFX/	45344	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF421GCI/@@download/ENCFF421GCI.bed.gz				released	s3://encode-public/2020/11/28/91f08b7b-7d2a-44ba-a40e-0749b265868e/ENCFF421GCI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/28/91f08b7b-7d2a-44ba-a40e-0749b265868e/ENCFF421GCI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, mild to moderate bottlenecking, missing compliant biosample characterization, low read depth		
ENCFF996VUW	bam	bam		unfiltered alignments	GRCh38	ENCSR314BBS	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	PTTG1-human	1	1_1		100					/files/ENCFF110MCL/, /files/ENCFF277CCO/, /files/ENCFF529BRM/	4050289415	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF996VUW/@@download/ENCFF996VUW.bam				released	s3://encode-public/2020/11/28/8d7c119f-fccf-467a-8601-b5188033f814/ENCFF996VUW.bam	https://datasetencode.blob.core.windows.net/dataset/2020/11/28/8d7c119f-fccf-467a-8601-b5188033f814/ENCFF996VUW.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, mild to moderate bottlenecking, missing compliant biosample characterization, low read depth		
ENCFF848JYC	bam	bam		unfiltered alignments	GRCh38	ENCSR314BBS	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	PTTG1-human	2	2_1		100					/files/ENCFF110MCL/, /files/ENCFF349DXW/, /files/ENCFF660MJG/	5011831780	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF848JYC/@@download/ENCFF848JYC.bam				released	s3://encode-public/2020/11/28/9102ecc1-7c1e-4daa-9d94-40c18c1d8eaf/ENCFF848JYC.bam	https://datasetencode.blob.core.windows.net/dataset/2020/11/28/9102ecc1-7c1e-4daa-9d94-40c18c1d8eaf/ENCFF848JYC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, mild to moderate bottlenecking, missing compliant biosample characterization, low read depth		
ENCFF478CXS	bam	bam		alignments	GRCh38	ENCSR314BBS	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	PTTG1-human	1	1_1		100					/files/ENCFF110MCL/, /files/ENCFF277CCO/, /files/ENCFF529BRM/	3197145331	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF478CXS/@@download/ENCFF478CXS.bam				released	s3://encode-public/2020/11/28/a1c18786-1aae-4274-b709-39fe69f73dc4/ENCFF478CXS.bam	https://datasetencode.blob.core.windows.net/dataset/2020/11/28/a1c18786-1aae-4274-b709-39fe69f73dc4/ENCFF478CXS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, mild to moderate bottlenecking, missing compliant biosample characterization, low read depth		
ENCFF881JMK	bam	bam		alignments	GRCh38	ENCSR314BBS	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	PTTG1-human	2	2_1		100					/files/ENCFF110MCL/, /files/ENCFF349DXW/, /files/ENCFF660MJG/	4029136334	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF881JMK/@@download/ENCFF881JMK.bam				released	s3://encode-public/2020/11/28/3b6e54bb-24fe-423a-b81b-1cdbe4d3fd1a/ENCFF881JMK.bam	https://datasetencode.blob.core.windows.net/dataset/2020/11/28/3b6e54bb-24fe-423a-b81b-1cdbe4d3fd1a/ENCFF881JMK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, mild to moderate bottlenecking, missing compliant biosample characterization, low read depth		
ENCFF872NIE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR314BBS	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	PTTG1-human	1	1_1							/files/ENCFF191ZCT/, /files/ENCFF478CXS/, /files/ENCFF356LFX/	54696	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF872NIE/@@download/ENCFF872NIE.bed.gz				released	s3://encode-public/2020/11/28/34570f99-14fa-4808-bf33-314e5ef13acc/ENCFF872NIE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/28/34570f99-14fa-4808-bf33-314e5ef13acc/ENCFF872NIE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, mild to moderate bottlenecking, missing compliant biosample characterization, low read depth		
ENCFF298SAJ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR314BBS	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	PTTG1-human	1, 2	1_1, 2_1							/files/ENCFF191ZCT/, /files/ENCFF478CXS/, /files/ENCFF881JMK/, /files/ENCFF356LFX/	83478	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF298SAJ/@@download/ENCFF298SAJ.bed.gz				released	s3://encode-public/2020/11/28/ea500b16-87bc-49d6-b8bb-337a82424a93/ENCFF298SAJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/28/ea500b16-87bc-49d6-b8bb-337a82424a93/ENCFF298SAJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, mild to moderate bottlenecking, missing compliant biosample characterization, low read depth		
ENCFF918BZG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR314BBS	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	PTTG1-human	1, 2	1_1, 2_1							/files/ENCFF191ZCT/, /files/ENCFF478CXS/, /files/ENCFF881JMK/, /files/ENCFF356LFX/	83701	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF918BZG/@@download/ENCFF918BZG.bed.gz				released	s3://encode-public/2020/11/28/edda63a0-f98c-404f-9d30-63fe44333edd/ENCFF918BZG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/28/edda63a0-f98c-404f-9d30-63fe44333edd/ENCFF918BZG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, mild to moderate bottlenecking, missing compliant biosample characterization, low read depth		
ENCFF510COT	fastq	fastq		reads		ENCSR454SCH	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZNF7-human	2	2_1	100		single-ended					2760660309	Richard Myers, HAIB	https://www.encodeproject.org/files/ENCFF510COT/@@download/ENCFF510COT.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF337PZA/	released	s3://encode-public/2019/07/31/31efb97e-e8a1-4081-b03e-0000304f560e/ENCFF510COT.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/07/31/31efb97e-e8a1-4081-b03e-0000304f560e/ENCFF510COT.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF340ELG	fastq	fastq		reads		ENCSR454SCH	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZNF7-human	1	1_1	100		single-ended					2335336998	Richard Myers, HAIB	https://www.encodeproject.org/files/ENCFF340ELG/@@download/ENCFF340ELG.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF337PZA/	released	s3://encode-public/2019/07/31/036a5447-e181-47cb-8fb3-718e7c87d8bf/ENCFF340ELG.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/07/31/036a5447-e181-47cb-8fb3-718e7c87d8bf/ENCFF340ELG.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF461ZGV	bam	bam		alignments	GRCh38	ENCSR454SCH	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZNF7-human	1	1_1		100					/files/ENCFF340ELG/, /files/ENCFF110MCL/	1214384076	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF461ZGV/@@download/ENCFF461ZGV.bam				released	s3://encode-public/2020/07/07/6618b106-8906-439e-9777-8476c733fe69/ENCFF461ZGV.bam	https://datasetencode.blob.core.windows.net/dataset/2020/07/07/6618b106-8906-439e-9777-8476c733fe69/ENCFF461ZGV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF287RVB	bam	bam		unfiltered alignments	GRCh38	ENCSR454SCH	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZNF7-human	2	2_1		100					/files/ENCFF510COT/, /files/ENCFF110MCL/	2324116498	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF287RVB/@@download/ENCFF287RVB.bam				released	s3://encode-public/2020/07/07/ed9c9e75-6df3-4dd5-9569-d92ebadf4b6a/ENCFF287RVB.bam	https://datasetencode.blob.core.windows.net/dataset/2020/07/07/ed9c9e75-6df3-4dd5-9569-d92ebadf4b6a/ENCFF287RVB.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF500PNJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR454SCH	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZNF7-human	2	2_1							/files/ENCFF589NOE/, /files/ENCFF356LFX/, /files/ENCFF213VOZ/	159237	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF500PNJ/@@download/ENCFF500PNJ.bed.gz				released	s3://encode-public/2020/07/07/3722dc18-8886-483f-844b-015117bf1f83/ENCFF500PNJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/07/3722dc18-8886-483f-844b-015117bf1f83/ENCFF500PNJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF540RON	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR454SCH	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZNF7-human	1, 2	1_1, 2_1							/files/ENCFF589NOE/, /files/ENCFF461ZGV/, /files/ENCFF356LFX/, /files/ENCFF213VOZ/	210990	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF540RON/@@download/ENCFF540RON.bed.gz				released	s3://encode-public/2020/07/07/2963da07-1dc3-4afe-a50a-4f0cefb03bbc/ENCFF540RON.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/07/2963da07-1dc3-4afe-a50a-4f0cefb03bbc/ENCFF540RON.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF802EXU	bam	bam		unfiltered alignments	GRCh38	ENCSR454SCH	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZNF7-human	1	1_1		100					/files/ENCFF340ELG/, /files/ENCFF110MCL/	1985001407	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF802EXU/@@download/ENCFF802EXU.bam				released	s3://encode-public/2020/07/07/b455455d-7e7b-4437-8a0d-3a28190f33b0/ENCFF802EXU.bam	https://datasetencode.blob.core.windows.net/dataset/2020/07/07/b455455d-7e7b-4437-8a0d-3a28190f33b0/ENCFF802EXU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF018HWM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR454SCH	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZNF7-human	1, 2	1_1, 2_1							/files/ENCFF589NOE/, /files/ENCFF461ZGV/, /files/ENCFF356LFX/, /files/ENCFF213VOZ/	271675	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF018HWM/@@download/ENCFF018HWM.bed.gz				released	s3://encode-public/2020/07/07/759d42ee-b277-4663-b487-ba6e6a89e008/ENCFF018HWM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/07/759d42ee-b277-4663-b487-ba6e6a89e008/ENCFF018HWM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF589NOE	bam	bam		alignments	GRCh38	ENCSR454SCH	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZNF7-human	2	2_1		100					/files/ENCFF510COT/, /files/ENCFF110MCL/	1391345455	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF589NOE/@@download/ENCFF589NOE.bam				released	s3://encode-public/2020/07/07/18657278-c481-4b82-aef4-20c074a0ef49/ENCFF589NOE.bam	https://datasetencode.blob.core.windows.net/dataset/2020/07/07/18657278-c481-4b82-aef4-20c074a0ef49/ENCFF589NOE.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF611MZN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR454SCH	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZNF7-human	1	1_1							/files/ENCFF461ZGV/, /files/ENCFF356LFX/, /files/ENCFF213VOZ/	147604	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF611MZN/@@download/ENCFF611MZN.bed.gz				released	s3://encode-public/2020/07/07/c39a982a-c804-4eda-a908-e87c80299624/ENCFF611MZN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/07/c39a982a-c804-4eda-a908-e87c80299624/ENCFF611MZN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF034WFD	fastq	fastq		reads		ENCSR926KTP	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IRF9-human	1	1_1	100		paired-ended	1	/files/ENCFF183THJ/			2365889194	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF034WFD/@@download/ENCFF034WFD.fastq.gz		Illumina HiSeq 2000	/files/ENCFF614IRS/	released	s3://encode-public/2015/10/30/d9e4c0d9-9fb6-429e-8a96-a468d55595f2/ENCFF034WFD.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2015/10/30/d9e4c0d9-9fb6-429e-8a96-a468d55595f2/ENCFF034WFD.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing genetic modification characterization, missing biosample characterization		
ENCFF183THJ	fastq	fastq		reads		ENCSR926KTP	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IRF9-human	1	1_1	100		paired-ended	2	/files/ENCFF034WFD/			2427136669	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF183THJ/@@download/ENCFF183THJ.fastq.gz		Illumina HiSeq 2000	/files/ENCFF817GNU/	released	s3://encode-public/2015/10/30/e011a5e7-35ec-4e76-b177-fceb78a7c521/ENCFF183THJ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2015/10/30/e011a5e7-35ec-4e76-b177-fceb78a7c521/ENCFF183THJ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing genetic modification characterization, missing biosample characterization		
ENCFF991EAW	fastq	fastq		reads		ENCSR926KTP	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IRF9-human	2	2_1	100		paired-ended	2	/files/ENCFF137GVE/			2330103678	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF991EAW/@@download/ENCFF991EAW.fastq.gz		Illumina HiSeq 2000	/files/ENCFF817GNU/	released	s3://encode-public/2015/10/30/a8e4d101-3ad3-40f0-b577-4868b41bfe0c/ENCFF991EAW.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2015/10/30/a8e4d101-3ad3-40f0-b577-4868b41bfe0c/ENCFF991EAW.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing genetic modification characterization, missing biosample characterization		
ENCFF137GVE	fastq	fastq		reads		ENCSR926KTP	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IRF9-human	2	2_1	100		paired-ended	1	/files/ENCFF991EAW/			2394023937	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF137GVE/@@download/ENCFF137GVE.fastq.gz		Illumina HiSeq 2000	/files/ENCFF614IRS/	released	s3://encode-public/2015/10/30/f2d7a177-3c59-4d5e-83fd-7eb5e049b010/ENCFF137GVE.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2015/10/30/f2d7a177-3c59-4d5e-83fd-7eb5e049b010/ENCFF137GVE.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing genetic modification characterization, missing biosample characterization		
ENCFF061NED	bam	bam		unfiltered alignments	GRCh38	ENCSR926KTP	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IRF9-human	1	1_1		100					/files/ENCFF183THJ/, /files/ENCFF110MCL/, /files/ENCFF034WFD/	5220991831	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF061NED/@@download/ENCFF061NED.bam				released	s3://encode-public/2020/12/01/1c545790-ff22-45f4-8029-a11e7d7e87bb/ENCFF061NED.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/01/1c545790-ff22-45f4-8029-a11e7d7e87bb/ENCFF061NED.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization		
ENCFF921HCB	bam	bam		alignments	GRCh38	ENCSR926KTP	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IRF9-human	2	2_1		100					/files/ENCFF137GVE/, /files/ENCFF110MCL/, /files/ENCFF991EAW/	4102422047	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF921HCB/@@download/ENCFF921HCB.bam				released	s3://encode-public/2020/12/01/de1d48d8-a187-4fb9-8fbe-cb83c4d2c8bb/ENCFF921HCB.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/01/de1d48d8-a187-4fb9-8fbe-cb83c4d2c8bb/ENCFF921HCB.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization		
ENCFF750OJQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR926KTP	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IRF9-human	2	2_1							/files/ENCFF356LFX/, /files/ENCFF921HCB/, /files/ENCFF480JFK/	74486	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF750OJQ/@@download/ENCFF750OJQ.bed.gz				released	s3://encode-public/2020/12/01/5d98f2ab-1811-4d90-98d3-2d59729fe9b2/ENCFF750OJQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/01/5d98f2ab-1811-4d90-98d3-2d59729fe9b2/ENCFF750OJQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization		
ENCFF702TSG	bam	bam		alignments	GRCh38	ENCSR926KTP	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IRF9-human	1	1_1		100					/files/ENCFF183THJ/, /files/ENCFF110MCL/, /files/ENCFF034WFD/	4274503006	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF702TSG/@@download/ENCFF702TSG.bam				released	s3://encode-public/2020/12/01/3c188360-294f-46b8-96d0-95c15bfe5be3/ENCFF702TSG.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/01/3c188360-294f-46b8-96d0-95c15bfe5be3/ENCFF702TSG.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization		
ENCFF583QXK	bam	bam		unfiltered alignments	GRCh38	ENCSR926KTP	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IRF9-human	2	2_1		100					/files/ENCFF137GVE/, /files/ENCFF110MCL/, /files/ENCFF991EAW/	5231122464	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF583QXK/@@download/ENCFF583QXK.bam				released	s3://encode-public/2020/12/01/95ee2e2b-3961-4cef-8773-288a13bf87fb/ENCFF583QXK.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/01/95ee2e2b-3961-4cef-8773-288a13bf87fb/ENCFF583QXK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization		
ENCFF071EXJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR926KTP	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IRF9-human	1	1_1							/files/ENCFF702TSG/, /files/ENCFF356LFX/, /files/ENCFF480JFK/	78052	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF071EXJ/@@download/ENCFF071EXJ.bed.gz				released	s3://encode-public/2020/12/01/abba38f7-fab4-4fc6-9fe9-4789ec9e84db/ENCFF071EXJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/01/abba38f7-fab4-4fc6-9fe9-4789ec9e84db/ENCFF071EXJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization		
